2025-10-24 14:54:21 | INFO     | SYSTEM          | ============================================================
2025-10-26 15:37:30 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-26 15:37:50 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 15:37:57 | INFO     | STT             | STT Result: 'start down' (duration: 7.1s)
2025-10-26 15:37:57 | INFO     | USER            | User Command: 'start down'
2025-10-26 15:37:57 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'down'}
2025-10-26 15:38:14 | ERROR    | EXECUTION       | Execution FAILED: [error] Sorry, I could not find down on your system
2025-10-26 15:38:14 | INFO     | TTS             | TTS Output: 'Sorry, Sorry, I could not find down on your system'
2025-10-26 15:38:22 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 15:38:28 | INFO     | STT             | STT Result: 'lock' (duration: 5.6s)
2025-10-26 15:38:28 | INFO     | USER            | User Command: 'lock'
2025-10-26 15:38:28 | DEBUG    | NLP             | Parsed Intent: {'intent': 'system_command', 'confidence': 0.8, 'command': 'lock'}
2025-10-26 15:38:28 | INFO     | EXECUTION       | Execution SUCCESS: [system] Locking the computer
2025-10-26 15:38:28 | INFO     | TTS             | TTS Output: 'Locking the computer'
2025-10-26 15:38:34 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 15:38:42 | INFO     | STT             | STT Result: 'restart' (duration: 7.1s)
2025-10-26 15:38:42 | INFO     | USER            | User Command: 'restart'
2025-10-26 15:38:42 | DEBUG    | NLP             | Parsed Intent: {'intent': 'system_command', 'confidence': 0.8, 'command': 'restart'}
2025-10-26 15:38:42 | INFO     | EXECUTION       | Execution SUCCESS: [system] Restarting in 30 seconds
2025-10-26 15:38:42 | INFO     | TTS             | TTS Output: 'Restarting in 30 seconds'
2025-10-26 20:48:23 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:48:23 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-26 20:48:23 | INFO     | SYSTEM          | Session started at: 2025-10-26 20:48:23
2025-10-26 20:48:23 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:48:23 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-26 20:48:23 | INFO     | INIT            | TTS Engine initialized
2025-10-26 20:48:24 | INFO     | INIT            | STT Engine initialized
2025-10-26 20:48:24 | INFO     | INIT            | NLP Engine initialized
2025-10-26 20:48:25 | INFO     | INIT            | Command Mapper initialized
2025-10-26 20:48:25 | INFO     | INIT            | Execution Engine initialized
2025-10-26 20:48:26 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-26 20:48:26 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-26 20:48:26 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-26 20:48:32 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 20:48:44 | INFO     | STT             | STT Result: 'the have already been open like that wouldn't have been up with better protected the last one no' (duration: 10.7s)
2025-10-26 20:48:44 | INFO     | USER            | User Command: 'the have already been open like that wouldn't have been up with better protected the last one no'
2025-10-26 20:48:44 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': "like that wouldn't have been up with better protected the last one no"}
2025-10-26 20:48:57 | ERROR    | EXECUTION       | Execution FAILED: [error] Sorry, I could not find like that wouldn't have been up with better protected the last one no on your system
2025-10-26 20:48:57 | INFO     | TTS             | TTS Output: 'Sorry, Sorry, I could not find like that wouldn't have been up with better protected the last one no on your system'
2025-10-26 20:49:39 | INFO     | SYSTEM          | System Event: Keyboard interrupt - User terminated
2025-10-26 20:49:39 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-26 20:49:39 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-26 20:49:39 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:49:39 | INFO     | SYSTEM          | Session ended at: 2025-10-26 20:49:39
2025-10-26 20:49:39 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:49:52 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:49:52 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-26 20:49:52 | INFO     | SYSTEM          | Session started at: 2025-10-26 20:49:52
2025-10-26 20:49:52 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:49:52 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-26 20:49:52 | INFO     | INIT            | TTS Engine initialized
2025-10-26 20:49:53 | INFO     | INIT            | STT Engine initialized
2025-10-26 20:49:54 | INFO     | INIT            | NLP Engine initialized
2025-10-26 20:49:54 | INFO     | INIT            | Command Mapper initialized
2025-10-26 20:49:54 | INFO     | INIT            | Execution Engine initialized
2025-10-26 20:49:54 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-26 20:49:54 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-26 20:49:54 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-26 20:50:05 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 20:50:13 | INFO     | STT             | STT Result: 'open portfolio' (duration: 7.6s)
2025-10-26 20:50:13 | INFO     | USER            | User Command: 'open portfolio'
2025-10-26 20:50:13 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'portfolio'}
2025-10-26 20:50:19 | INFO     | EXECUTION       | Execution SUCCESS: [folder] Opening portfolio folder
2025-10-26 20:50:19 | INFO     | TTS             | TTS Output: 'Opening portfolio folder'
2025-10-26 20:50:26 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 20:50:33 | INFO     | STT             | STT Result: 'open what's up' (duration: 7.1s)
2025-10-26 20:50:33 | INFO     | USER            | User Command: 'open what's up'
2025-10-26 20:50:33 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': "what's up"}
2025-10-26 20:50:40 | ERROR    | EXECUTION       | Execution FAILED: [error] Sorry, I could not find what's up on your system
2025-10-26 20:50:40 | INFO     | TTS             | TTS Output: 'Sorry, Sorry, I could not find what's up on your system'
2025-10-26 20:50:40 | INFO     | WAKE            | Wake word detected - Activating
2025-10-26 20:50:48 | INFO     | STT             | STT Result: 'opens forty five' (duration: 7.1s)
2025-10-26 20:50:48 | INFO     | USER            | User Command: 'opens forty five'
2025-10-26 20:50:48 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'opens forty five', 'confidence': 0.0}
2025-10-26 20:50:48 | WARNING  | NLP             | Unknown intent: opens forty five
2025-10-26 20:50:49 | INFO     | SYSTEM          | System Event: Keyboard interrupt - User terminated
2025-10-26 20:50:49 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-26 20:50:50 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-26 20:50:50 | INFO     | SYSTEM          | ============================================================
2025-10-26 20:50:50 | INFO     | SYSTEM          | Session ended at: 2025-10-26 20:50:50
2025-10-26 20:50:50 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:28:23 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:28:23 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:28:23 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:28:23
2025-10-27 17:28:23 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:28:23 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:28:23 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:28:24 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:28:25 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:28:26 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:28:26 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:28:26 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:28:26 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:28:26 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:28:30 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:28:39 | INFO     | STT             | STT Result: 'open spot' (duration: 8.6s)
2025-10-27 17:28:39 | INFO     | USER            | User Command: 'open spot'
2025-10-27 17:28:39 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'spot'}
2025-10-27 17:28:39 | INFO     | EXECUTION       | Execution SUCCESS: [app] Opening spotify
2025-10-27 17:28:39 | INFO     | TTS             | TTS Output: 'Opening spotify'
2025-10-27 17:28:50 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:28:56 | INFO     | STT             | STT Result: 'open what's up' (duration: 5.6s)
2025-10-27 17:28:56 | INFO     | USER            | User Command: 'open what's up'
2025-10-27 17:28:56 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': "what's up"}
2025-10-27 17:29:12 | ERROR    | EXECUTION       | Execution FAILED: [error] Sorry, I could not find what's up on your system
2025-10-27 17:29:12 | INFO     | TTS             | TTS Output: 'Sorry, Sorry, I could not find what's up on your system'
2025-10-27 17:35:47 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:35:47 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:35:47 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:35:47
2025-10-27 17:35:47 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:35:47 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:35:47 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:35:49 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:35:49 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:35:50 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:35:50 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:35:52 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:35:52 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:35:52 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:35:57 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:36:05 | INFO     | STT             | STT Result: 'open grown' (duration: 7.6s)
2025-10-27 17:36:05 | INFO     | USER            | User Command: 'open grown'
2025-10-27 17:36:05 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'grown'}
2025-10-27 17:36:11 | INFO     | SYSTEM          | System Event: Keyboard interrupt - User terminated
2025-10-27 17:36:11 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:36:11 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:36:11 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:36:11 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:36:11
2025-10-27 17:36:11 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:36:50 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:36:50 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:36:50 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:36:50
2025-10-27 17:36:50 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:36:50 | INFO     | SYSTEM          | System Event: DeskAI Starting Up (UI Mode)
2025-10-27 17:36:50 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:36:51 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:36:51 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:36:52 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:36:52 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:36:52 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:36:52 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:36:52 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:37:22 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:37:31 | INFO     | STT             | STT Result: 'but honestly' (duration: 8.6s)
2025-10-27 17:37:31 | INFO     | USER            | User Command: 'but honestly'
2025-10-27 17:37:31 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'but honestly', 'confidence': 0.0}
2025-10-27 17:37:31 | WARNING  | NLP             | Unknown intent: but honestly
2025-10-27 17:37:35 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:37:35 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:37:35 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:37:35 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:37:35
2025-10-27 17:37:35 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:38:02 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:38:02 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:38:02 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:38:02
2025-10-27 17:38:02 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:38:02 | INFO     | SYSTEM          | System Event: DeskAI Starting Up (UI Mode)
2025-10-27 17:38:02 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:38:03 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:38:03 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:38:03 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:38:03 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:38:04 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:38:04 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:38:04 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:38:08 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:38:16 | INFO     | STT             | STT Result: 'gray gray skies on spotify' (duration: 8.1s)
2025-10-27 17:38:16 | INFO     | USER            | User Command: 'gray gray skies on spotify'
2025-10-27 17:38:16 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'gray gray skies on spotify', 'confidence': 0.0}
2025-10-27 17:38:16 | WARNING  | NLP             | Unknown intent: gray gray skies on spotify
2025-10-27 17:38:24 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:38:35 | WARNING  | STT             | No speech recognized
2025-10-27 17:38:57 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:38:57 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:38:57 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:38:57 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:38:57
2025-10-27 17:38:57 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:39:08 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:39:08 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:39:08 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:39:08
2025-10-27 17:39:08 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:39:08 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:39:08 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:39:09 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:39:09 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:39:09 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:39:09 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:39:10 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:39:10 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:39:10 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:40:05 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:40:05 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:40:05 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:40:05
2025-10-27 17:40:05 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:40:05 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:40:05 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:40:05 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:40:06 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:40:06 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:40:06 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:40:06 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:40:06 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:40:06 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:40:17 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:40:28 | WARNING  | STT             | No speech recognized
2025-10-27 17:40:52 | INFO     | SYSTEM          | System Event: Keyboard interrupt - User terminated
2025-10-27 17:40:52 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:40:53 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:40:53 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:40:53 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:40:53
2025-10-27 17:40:53 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:45:28 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:45:28 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:45:28 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:45:28
2025-10-27 17:45:28 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:45:28 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:45:28 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:45:28 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:45:29 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:45:29 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:45:29 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:45:30 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:45:30 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:45:30 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:45:37 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:45:48 | WARNING  | STT             | No speech recognized
2025-10-27 17:46:20 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:46:20 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:46:20 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:46:20
2025-10-27 17:46:20 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:46:20 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:46:20 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:46:21 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:46:21 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:46:21 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:46:21 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:46:22 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:46:22 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:46:22 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:46:25 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:46:33 | INFO     | STT             | STT Result: 'open spot' (duration: 7.6s)
2025-10-27 17:46:33 | INFO     | USER            | User Command: 'open spot'
2025-10-27 17:46:33 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'spot'}
2025-10-27 17:46:34 | INFO     | EXECUTION       | Execution SUCCESS: [app] Opening spotify
2025-10-27 17:46:34 | INFO     | TTS             | TTS Output: 'Opening spotify'
2025-10-27 17:46:37 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:46:43 | INFO     | STT             | STT Result: 'open calculator' (duration: 5.6s)
2025-10-27 17:46:43 | INFO     | USER            | User Command: 'open calculator'
2025-10-27 17:46:43 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'calculator'}
2025-10-27 17:46:43 | INFO     | EXECUTION       | Execution SUCCESS: [app] Opening calculator
2025-10-27 17:46:43 | INFO     | TTS             | TTS Output: 'Opening calculator'
2025-10-27 17:46:49 | INFO     | SYSTEM          | System Event: Keyboard interrupt - User terminated
2025-10-27 17:46:49 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:46:49 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:46:49 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:46:49 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:46:49
2025-10-27 17:46:49 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:48:24 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:48:24 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:48:24 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:48:24
2025-10-27 17:48:24 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:48:24 | INFO     | SYSTEM          | System Event: DeskAI Starting Up (UI Mode)
2025-10-27 17:48:25 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:48:25 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:48:26 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:48:26 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:48:26 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:48:27 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:48:27 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:48:27 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:48:36 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:48:43 | INFO     | STT             | STT Result: 'opens forty one' (duration: 7.1s)
2025-10-27 17:48:43 | INFO     | USER            | User Command: 'opens forty one'
2025-10-27 17:48:43 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'opens forty one', 'confidence': 0.0}
2025-10-27 17:48:43 | WARNING  | NLP             | Unknown intent: opens forty one
2025-10-27 17:48:49 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:48:49 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:48:49 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:48:49 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:48:49
2025-10-27 17:48:49 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:54:36 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:54:36 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:54:36 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:54:36
2025-10-27 17:54:36 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:54:36 | INFO     | SYSTEM          | System Event: DeskAI Starting Up (UI Mode)
2025-10-27 17:54:36 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:54:39 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:54:39 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:54:40 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:54:40 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:54:40 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:54:40 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:54:40 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:55:02 | INFO     | SYSTEM          | System Event: DeskAI shutting down
2025-10-27 17:55:03 | INFO     | SYSTEM          | System Event: DeskAI shutdown complete
2025-10-27 17:55:03 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:55:03 | INFO     | SYSTEM          | Session ended at: 2025-10-27 17:55:03
2025-10-27 17:55:03 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:55:09 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:55:09 | INFO     | SYSTEM          | DeskAI Logging System Initialized
2025-10-27 17:55:09 | INFO     | SYSTEM          | Session started at: 2025-10-27 17:55:09
2025-10-27 17:55:09 | INFO     | SYSTEM          | ============================================================
2025-10-27 17:55:09 | INFO     | SYSTEM          | System Event: DeskAI Starting Up
2025-10-27 17:55:09 | INFO     | INIT            | TTS Engine initialized
2025-10-27 17:55:10 | INFO     | INIT            | STT Engine initialized
2025-10-27 17:55:10 | INFO     | INIT            | NLP Engine initialized
2025-10-27 17:55:11 | INFO     | INIT            | Command Mapper initialized
2025-10-27 17:55:11 | INFO     | INIT            | Execution Engine initialized
2025-10-27 17:55:11 | INFO     | INIT            | Wake Word Listener initialized: 'desk'
2025-10-27 17:55:11 | INFO     | SYSTEM          | System Event: All modules initialized successfully
2025-10-27 17:55:11 | INFO     | SYSTEM          | System Event: DeskAI started - Listening for wake word
2025-10-27 17:55:16 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:55:23 | INFO     | STT             | STT Result: 'open portfolio' (duration: 6.6s)
2025-10-27 17:55:23 | INFO     | USER            | User Command: 'open portfolio'
2025-10-27 17:55:23 | DEBUG    | NLP             | Parsed Intent: {'intent': 'open_app', 'confidence': 0.8, 'target': 'portfolio'}
2025-10-27 17:55:31 | INFO     | EXECUTION       | Execution SUCCESS: [folder] Opening portfolio folder
2025-10-27 17:55:31 | INFO     | TTS             | TTS Output: 'Opening portfolio folder'
2025-10-27 17:55:39 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:55:47 | INFO     | STT             | STT Result: 'close all windows you' (duration: 7.6s)
2025-10-27 17:55:47 | INFO     | USER            | User Command: 'close all windows you'
2025-10-27 17:55:47 | DEBUG    | NLP             | Parsed Intent: {'intent': 'close_app', 'confidence': 0.8, 'target': 'all windows you'}
2025-10-27 17:55:47 | INFO     | EXECUTION       | Execution SUCCESS: [close_app] Closing all windows you
2025-10-27 17:55:47 | INFO     | TTS             | TTS Output: 'Closing all windows you'
2025-10-27 17:56:17 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:56:28 | INFO     | STT             | STT Result: 'shut down you' (duration: 10.6s)
2025-10-27 17:56:28 | INFO     | USER            | User Command: 'shut down you'
2025-10-27 17:56:28 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'shut down you', 'confidence': 0.0}
2025-10-27 17:56:28 | WARNING  | NLP             | Unknown intent: shut down you
2025-10-27 17:56:45 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:56:52 | INFO     | STT             | STT Result: 'shut down' (duration: 6.5s)
2025-10-27 17:56:52 | INFO     | USER            | User Command: 'shut down'
2025-10-27 17:56:52 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'shut down', 'confidence': 0.0}
2025-10-27 17:56:52 | WARNING  | NLP             | Unknown intent: shut down
2025-10-27 17:57:02 | INFO     | WAKE            | Wake word detected - Activating
2025-10-27 17:57:11 | INFO     | STT             | STT Result: 'shut down' (duration: 8.6s)
2025-10-27 17:57:11 | INFO     | USER            | User Command: 'shut down'
2025-10-27 17:57:11 | DEBUG    | NLP             | Parsed Intent: {'intent': 'unknown', 'original_text': 'shut down', 'confidence': 0.0}
2025-10-27 17:57:11 | WARNING  | NLP             | Unknown intent: shut down
2025-10-27 17:57:19 | INFO     | WAKE            | Wake word detected - Activating
